id_new,name,price_new,date_new,id_old,price_old,date_old,change
63,Soumission,50.1,2026-03-24,283,57.1,2026-03-23,-12.259194395796849
64,Sharp Objects,47.82,2026-03-24,124,51.82,2026-03-23,-7.71902740254728
64,Sharp Objects,47.82,2026-03-24,164,48.82,2026-03-23,-2.0483408439164275
64,Sharp Objects,47.82,2026-03-24,204,50.82,2026-03-23,-5.90318772136954
64,Sharp Objects,47.82,2026-03-24,284,55.82,2026-03-23,-14.331780723754928
65,Sapiens: A Brief History of Humankind,54.23,2026-03-24,165,56.23,2026-03-23,-3.5568202027387517
66,The Requiem Red,22.65,2026-03-24,126,23.65,2026-03-23,-4.2283298097251585
66,The Requiem Red,22.65,2026-03-24,206,32.65,2026-03-23,-30.62787136294028
66,The Requiem Red,22.65,2026-03-24,286,27.65,2026-03-23,-18.083182640144667
66,The Requiem Red,22.65,2026-03-24,486,25.65,2026-03-23,-11.695906432748538
67,The Dirty Little Secrets of Getting Your Dream Job,33.34,2026-03-24,287,42.34,2026-03-23,-21.256495040151155
67,The Dirty Little Secrets of Getting Your Dream Job,33.34,2026-03-24,487,41.34,2026-03-23,-19.35171746492501
68,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-03-24,168,23.93,2026-03-23,-25.073129962390304
69,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,2026-03-24,489,24.6,2026-03-23,-8.130081300813007
70,The Black Maria,52.15,2026-03-24,290,62.15,2026-03-23,-16.090104585679807
71,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,171,19.990000000000002,2026-03-23,-30.015007503751885
71,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,251,22.990000000000002,2026-03-23,-39.147455415398
71,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,291,22.990000000000002,2026-03-23,-39.147455415398
72,Shakespeare's Sonnets,20.66,2026-03-24,132,22.66,2026-03-23,-8.8261253309797
72,Shakespeare's Sonnets,20.66,2026-03-24,172,22.66,2026-03-23,-8.8261253309797
72,Shakespeare's Sonnets,20.66,2026-03-24,292,21.66,2026-03-23,-4.616805170821791
72,Shakespeare's Sonnets,20.66,2026-03-24,492,28.66,2026-03-23,-27.91346824842987
73,Set Me Free,17.46,2026-03-24,213,22.46,2026-03-23,-22.261798753339267
73,Set Me Free,17.46,2026-03-24,493,20.46,2026-03-23,-14.662756598240467
74,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-03-24,134,55.29,2026-03-23,-5.425935973955507
74,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-03-24,174,55.29,2026-03-23,-5.425935973955507
74,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-03-24,294,62.29,2026-03-23,-16.05394124257505
75,Rip it Up and Start Again,35.02,2026-03-24,135,45.02,2026-03-23,-22.21235006663705
75,Rip it Up and Start Again,35.02,2026-03-24,255,37.02,2026-03-23,-5.4024851431658565
76,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,2026-03-24,296,64.25,2026-03-23,-10.894941634241246
77,Olio,23.88,2026-03-24,137,26.88,2026-03-23,-11.160714285714286
78,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,2026-03-24,138,40.59,2026-03-23,-7.390983000739097
79,Libertarianism for Beginners,51.33,2026-03-24,179,53.33,2026-03-23,-3.750234389649353
79,Libertarianism for Beginners,51.33,2026-03-24,259,57.33,2026-03-23,-10.465724751439037
80,It's Only the Himalayas,45.17,2026-03-24,220,54.17,2026-03-23,-16.614362193095808
80,It's Only the Himalayas,45.17,2026-03-24,300,50.17,2026-03-23,-9.966115208291807
81,A Light in the Attic,51.77,2026-03-24,201,59.77,2026-03-23,-13.384641124309853
81,A Light in the Attic,51.77,2026-03-24,481,54.77,2026-03-23,-5.477451159393828
82,Tipping the Velvet,53.74,2026-03-24,202,57.74,2026-03-23,-6.927606511950121
82,Tipping the Velvet,53.74,2026-03-24,282,62.74,2026-03-23,-14.344915524386357
82,Tipping the Velvet,53.74,2026-03-24,482,61.74,2026-03-23,-12.957563977972143
83,Soumission,50.1,2026-03-24,123,51.1,2026-03-23,-1.9569471624266144
83,Soumission,50.1,2026-03-24,283,57.1,2026-03-23,-12.259194395796849
84,Sharp Objects,47.82,2026-03-24,124,51.82,2026-03-23,-7.71902740254728
84,Sharp Objects,47.82,2026-03-24,164,48.82,2026-03-23,-2.0483408439164275
84,Sharp Objects,47.82,2026-03-24,204,50.82,2026-03-23,-5.90318772136954
84,Sharp Objects,47.82,2026-03-24,284,55.82,2026-03-23,-14.331780723754928
85,Sapiens: A Brief History of Humankind,54.23,2026-03-24,165,56.23,2026-03-23,-3.5568202027387517
86,The Requiem Red,22.65,2026-03-24,126,23.65,2026-03-23,-4.2283298097251585
86,The Requiem Red,22.65,2026-03-24,206,32.65,2026-03-23,-30.62787136294028
86,The Requiem Red,22.65,2026-03-24,286,27.65,2026-03-23,-18.083182640144667
86,The Requiem Red,22.65,2026-03-24,486,25.65,2026-03-23,-11.695906432748538
87,The Dirty Little Secrets of Getting Your Dream Job,33.34,2026-03-24,287,42.34,2026-03-23,-21.256495040151155
87,The Dirty Little Secrets of Getting Your Dream Job,33.34,2026-03-24,487,41.34,2026-03-23,-19.35171746492501
88,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-03-24,168,23.93,2026-03-23,-25.073129962390304
89,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,2026-03-24,489,24.6,2026-03-23,-8.130081300813007
90,The Black Maria,52.15,2026-03-24,290,62.15,2026-03-23,-16.090104585679807
91,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,171,19.990000000000002,2026-03-23,-30.015007503751885
91,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,251,22.990000000000002,2026-03-23,-39.147455415398
91,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,291,22.990000000000002,2026-03-23,-39.147455415398
92,Shakespeare's Sonnets,20.66,2026-03-24,132,22.66,2026-03-23,-8.8261253309797
92,Shakespeare's Sonnets,20.66,2026-03-24,172,22.66,2026-03-23,-8.8261253309797
92,Shakespeare's Sonnets,20.66,2026-03-24,292,21.66,2026-03-23,-4.616805170821791
92,Shakespeare's Sonnets,20.66,2026-03-24,492,28.66,2026-03-23,-27.91346824842987
93,Set Me Free,17.46,2026-03-24,213,22.46,2026-03-23,-22.261798753339267
93,Set Me Free,17.46,2026-03-24,493,20.46,2026-03-23,-14.662756598240467
94,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-03-24,134,55.29,2026-03-23,-5.425935973955507
94,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-03-24,174,55.29,2026-03-23,-5.425935973955507
94,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-03-24,294,62.29,2026-03-23,-16.05394124257505
95,Rip it Up and Start Again,35.02,2026-03-24,135,45.02,2026-03-23,-22.21235006663705
95,Rip it Up and Start Again,35.02,2026-03-24,255,37.02,2026-03-23,-5.4024851431658565
96,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,2026-03-24,296,64.25,2026-03-23,-10.894941634241246
97,Olio,23.88,2026-03-24,137,26.88,2026-03-23,-11.160714285714286
98,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,2026-03-24,138,40.59,2026-03-23,-7.390983000739097
99,Libertarianism for Beginners,51.33,2026-03-24,179,53.33,2026-03-23,-3.750234389649353
99,Libertarianism for Beginners,51.33,2026-03-24,259,57.33,2026-03-23,-10.465724751439037
100,It's Only the Himalayas,45.17,2026-03-24,220,54.17,2026-03-23,-16.614362193095808
100,It's Only the Himalayas,45.17,2026-03-24,300,50.17,2026-03-23,-9.966115208291807
101,A Light in the Attic,51.77,2026-03-24,201,59.77,2026-03-23,-13.384641124309853
101,A Light in the Attic,51.77,2026-03-24,481,54.77,2026-03-23,-5.477451159393828
102,Tipping the Velvet,53.74,2026-03-24,202,57.74,2026-03-23,-6.927606511950121
102,Tipping the Velvet,53.74,2026-03-24,282,62.74,2026-03-23,-14.344915524386357
102,Tipping the Velvet,53.74,2026-03-24,482,61.74,2026-03-23,-12.957563977972143
103,Soumission,50.1,2026-03-24,123,51.1,2026-03-23,-1.9569471624266144
103,Soumission,50.1,2026-03-24,283,57.1,2026-03-23,-12.259194395796849
104,Sharp Objects,47.82,2026-03-24,124,51.82,2026-03-23,-7.71902740254728
104,Sharp Objects,47.82,2026-03-24,164,48.82,2026-03-23,-2.0483408439164275
104,Sharp Objects,47.82,2026-03-24,204,50.82,2026-03-23,-5.90318772136954
104,Sharp Objects,47.82,2026-03-24,284,55.82,2026-03-23,-14.331780723754928
105,Sapiens: A Brief History of Humankind,54.23,2026-03-24,165,56.23,2026-03-23,-3.5568202027387517
106,The Requiem Red,22.65,2026-03-24,126,23.65,2026-03-23,-4.2283298097251585
106,The Requiem Red,22.65,2026-03-24,206,32.65,2026-03-23,-30.62787136294028
106,The Requiem Red,22.65,2026-03-24,286,27.65,2026-03-23,-18.083182640144667
106,The Requiem Red,22.65,2026-03-24,486,25.65,2026-03-23,-11.695906432748538
107,The Dirty Little Secrets of Getting Your Dream Job,33.34,2026-03-24,287,42.34,2026-03-23,-21.256495040151155
107,The Dirty Little Secrets of Getting Your Dream Job,33.34,2026-03-24,487,41.34,2026-03-23,-19.35171746492501
108,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-03-24,168,23.93,2026-03-23,-25.073129962390304
109,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,2026-03-24,489,24.6,2026-03-23,-8.130081300813007
110,The Black Maria,52.15,2026-03-24,290,62.15,2026-03-23,-16.090104585679807
111,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,171,19.990000000000002,2026-03-23,-30.015007503751885
111,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,251,22.990000000000002,2026-03-23,-39.147455415398
111,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,291,22.990000000000002,2026-03-23,-39.147455415398
112,Shakespeare's Sonnets,20.66,2026-03-24,132,22.66,2026-03-23,-8.8261253309797
112,Shakespeare's Sonnets,20.66,2026-03-24,172,22.66,2026-03-23,-8.8261253309797
112,Shakespeare's Sonnets,20.66,2026-03-24,292,21.66,2026-03-23,-4.616805170821791
112,Shakespeare's Sonnets,20.66,2026-03-24,492,28.66,2026-03-23,-27.91346824842987
113,Set Me Free,17.46,2026-03-24,213,22.46,2026-03-23,-22.261798753339267
113,Set Me Free,17.46,2026-03-24,493,20.46,2026-03-23,-14.662756598240467
114,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-03-24,134,55.29,2026-03-23,-5.425935973955507
114,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-03-24,174,55.29,2026-03-23,-5.425935973955507
114,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-03-24,294,62.29,2026-03-23,-16.05394124257505
115,Rip it Up and Start Again,35.02,2026-03-24,135,45.02,2026-03-23,-22.21235006663705
115,Rip it Up and Start Again,35.02,2026-03-24,255,37.02,2026-03-23,-5.4024851431658565
116,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,2026-03-24,296,64.25,2026-03-23,-10.894941634241246
117,Olio,23.88,2026-03-24,137,26.88,2026-03-23,-11.160714285714286
118,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,2026-03-24,138,40.59,2026-03-23,-7.390983000739097
119,Libertarianism for Beginners,51.33,2026-03-24,179,53.33,2026-03-23,-3.750234389649353
119,Libertarianism for Beginners,51.33,2026-03-24,259,57.33,2026-03-23,-10.465724751439037
120,It's Only the Himalayas,45.17,2026-03-24,220,54.17,2026-03-23,-16.614362193095808
120,It's Only the Himalayas,45.17,2026-03-24,300,50.17,2026-03-23,-9.966115208291807
141,A Light in the Attic,51.77,2026-03-24,201,59.77,2026-03-23,-13.384641124309853
141,A Light in the Attic,51.77,2026-03-24,481,54.77,2026-03-23,-5.477451159393828
142,Tipping the Velvet,53.74,2026-03-24,202,57.74,2026-03-23,-6.927606511950121
142,Tipping the Velvet,53.74,2026-03-24,282,62.74,2026-03-23,-14.344915524386357
142,Tipping the Velvet,53.74,2026-03-24,482,61.74,2026-03-23,-12.957563977972143
143,Soumission,50.1,2026-03-24,123,51.1,2026-03-23,-1.9569471624266144
143,Soumission,50.1,2026-03-24,283,57.1,2026-03-23,-12.259194395796849
144,Sharp Objects,47.82,2026-03-24,124,51.82,2026-03-23,-7.71902740254728
144,Sharp Objects,47.82,2026-03-24,164,48.82,2026-03-23,-2.0483408439164275
144,Sharp Objects,47.82,2026-03-24,204,50.82,2026-03-23,-5.90318772136954
144,Sharp Objects,47.82,2026-03-24,284,55.82,2026-03-23,-14.331780723754928
145,Sapiens: A Brief History of Humankind,54.23,2026-03-24,165,56.23,2026-03-23,-3.5568202027387517
146,The Requiem Red,22.65,2026-03-24,126,23.65,2026-03-23,-4.2283298097251585
146,The Requiem Red,22.65,2026-03-24,206,32.65,2026-03-23,-30.62787136294028
146,The Requiem Red,22.65,2026-03-24,286,27.65,2026-03-23,-18.083182640144667
146,The Requiem Red,22.65,2026-03-24,486,25.65,2026-03-23,-11.695906432748538
147,The Dirty Little Secrets of Getting Your Dream Job,33.34,2026-03-24,287,42.34,2026-03-23,-21.256495040151155
147,The Dirty Little Secrets of Getting Your Dream Job,33.34,2026-03-24,487,41.34,2026-03-23,-19.35171746492501
148,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-03-24,168,23.93,2026-03-23,-25.073129962390304
149,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,2026-03-24,489,24.6,2026-03-23,-8.130081300813007
150,The Black Maria,52.15,2026-03-24,290,62.15,2026-03-23,-16.090104585679807
151,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,171,19.990000000000002,2026-03-23,-30.015007503751885
151,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-03-24,251,22.990000000000002,2026-03-23,-39.147455415398
